Entity,Code,Year,Period life expectancy at birth,GDP per capita,900793-annotations,Population (historical)
Botswana,BWA,2000,52.2631,8044.142,,1677336
Botswana,BWA,2010,59.1373,12544.728,,2033065
Botswana,BWA,2019,67.1668,15747.324,,2332038
Botswana,BWA,2020,67.6426,14162.686,,2365846
Botswana,BWA,2023,69.1631,,,2480185
Botswana,BWA,1800,,,,121000
Botswana,BWA,1850,,,,100884
Botswana,BWA,1900,,,,165725
Botswana,BWA,1910,,,,194195
Botswana,BWA,1918,,,,219694
Botswana,BWA,1920,,,,227317
Botswana,BWA,1930,,,,278852
Botswana,BWA,1940,,,,340490
Brazil,BRA,1900,29,874,,18058538
Brazil,BRA,1910,31,990,,22361184
Brazil,BRA,1920,32,1242,,27593186
Brazil,BRA,1930,34,1350,,33813213
Brazil,BRA,1940,37,1610,,41568218
Brazil,BRA,1950,48.5286,2236,,53408501
Brazil,BRA,1958,52.2487,3005,,68092105
Brazil,BRA,1959,52.7043,3201,,70214424
Brazil,BRA,1960,53.1624,3398,,72388071
Brazil,BRA,1970,57.338,4635,,95375606
Brazil,BRA,1980,61.8195,8249,,121207403
Brazil,BRA,1990,65.8624,7842,,149143183
Brazil,BRA,2000,69.5842,9834.425,,174018229
Brazil,BRA,2010,73.779,14215.612,,193701879
Brazil,BRA,2019,75.8093,14257.871,,207455405
Brazil,BRA,2020,74.5058,13685.926,,208660785
Brazil,BRA,2023,75.8482,,,211140678
Brazil,BRA,1800,,867,,2500000
Brazil,BRA,1850,,867,,7233093
Brazil,BRA,1918,,1041,,26470416
British Indian Ocean Territory,IOT,2023,,,,
British Virgin Islands,VGB,1950,53.3495,,,7346
British Virgin Islands,VGB,1958,61.3889,,,7664
British Virgin Islands,VGB,1959,62.1708,,,7788
British Virgin Islands,VGB,1960,62.7089,,,7931
British Virgin Islands,VGB,1970,66.4075,,,9924
British Virgin Islands,VGB,1980,69.6448,,,11108
British Virgin Islands,VGB,1990,72.392,,,15688
British Virgin Islands,VGB,2000,74.753,,,20221
British Virgin Islands,VGB,2010,76.2892,,,27645
British Virgin Islands,VGB,2019,76.8452,,,36368
British Virgin Islands,VGB,2020,76.8941,,,37122
British Virgin Islands,VGB,2023,77.2758,,,38954
British Virgin Islands,VGB,1800,,,,6700
Brunei,BRN,1950,50.5645,,,48277
Brunei,BRN,1958,57.2649,,,78950
Brunei,BRN,1959,58.0201,,,83811
Brunei,BRN,1960,58.7208,,,88318
Brunei,BRN,1970,64.4896,,,135105
Brunei,BRN,1980,69.014,,,186074
Brunei,BRN,1990,71.6293,,,255256
Brunei,BRN,2000,74.0169,,,326390
Brunei,BRN,2010,74.8195,,,392284
Brunei,BRN,2019,75.049,,,442636
Brunei,BRN,2020,75.1138,,,447365
Brunei,BRN,2023,75.3266,,,458910
Brunei,BRN,1800,,,,2258
Brunei,BRN,1850,,,,4208
Brunei,BRN,1900,,,,16978
Brunei,BRN,1910,,,,23145
Brunei,BRN,1918,,,,26123
Brunei,BRN,1920,,,,26970
Brunei,BRN,1930,,,,31492
Brunei,BRN,1940,,,,42042
Bulgaria,BGR,1900,40.2,,,3956269
Bulgaria,BGR,1930,48.3,2031,,5925817
Bulgaria,BGR,1950,61.4691,2632,,7248464
Bulgaria,BGR,1958,68.7143,3998,,7724834
Bulgaria,BGR,1959,66.6294,4278,,7794129
Bulgaria,BGR,1960,69.1772,4642,,7862886
Bulgaria,BGR,1970,71.2505,7608,,8490780
Bulgaria,BGR,1980,71.0809,9634,,8859491
Bulgaria,BGR,1990,71.3213,8922,,8822320
Bulgaria,BGR,2000,71.5746,8410.795,,8000476
Bulgaria,BGR,2010,73.814,14686.461,,7437542
Bulgaria,BGR,2019,75.0874,18840.764,,6975420
Bulgaria,BGR,2020,73.5992,18203.832,,6933606
Bulgaria,BGR,2023,75.6363,,,6795757
Bulgaria,BGR,1910,,1812,,4467209
Bulgaria,BGR,1920,,1594,,5025707
Bulgaria,BGR,1940,,2683,,6575077
Bulgaria,BGR,1800,,,,2250000
Bulgaria,BGR,1850,,,,2495877
Bulgaria,BGR,1918,,,,4893987
Burkina Faso,BFA,1950,33.0262,756,,4213108
Burkina Faso,BFA,1958,35.4012,929,,4647242
Burkina Faso,BFA,1959,35.7159,953,,4710807
Burkina Faso,BFA,1960,36.0736,971,,4778595
Burkina Faso,BFA,1970,39.5404,1188,,5610258
Burkina Faso,BFA,1980,46.4653,1165,,6947854
Burkina Faso,BFA,1990,49.3145,1286,,9159313
Burkina Faso,BFA,2000,50.8081,1275.4819,,11925495
Burkina Faso,BFA,2010,56.343,1326.1975,,16176456
Burkina Faso,BFA,2019,60.1842,1651.1173,,20961910
Burkina Faso,BFA,2020,60.4536,1638.8279,,21478640
Burkina Faso,BFA,2023,61.092,,,23025738
Burkina Faso,BFA,1800,,,,1665421
Burkina Faso,BFA,1850,,,,1849996
Burkina Faso,BFA,1900,,,,2299307
Burkina Faso,BFA,1910,,,,2573061
Burkina Faso,BFA,1918,,,,2763369
Burkina Faso,BFA,1920,,,,2816241
Burkina Faso,BFA,1930,,,,3193275
Burkina Faso,BFA,1940,,,,3608646
Burundi,BDI,1950,40.9382,595,,2254890
Burundi,BDI,1958,42.8673,708,,2657371
Burundi,BDI,1959,43.0676,736,,2709559
Burundi,BDI,1960,43.262,733,,2764222
Burundi,BDI,1970,43.2251,893,,3530381
Burundi,BDI,1980,45.7311,952,,4383663
Burundi,BDI,1990,45.184,1124,,5587010
Burundi,BDI,2000,47.6166,739.7609,,6470151
Burundi,BDI,2010,57.0883,717.6115,,9376393
Burundi,BDI,2019,62.1801,738.9831,,12255290
Burundi,BDI,2020,62.5694,720.446,,12616994
Burundi,BDI,2023,63.6511,,,13689406
Burundi,BDI,1800,,,,899097
Burundi,BDI,1850,,,,1402560
Burundi,BDI,1900,,,,1627830
Burundi,BDI,1910,,,,1488732
Burundi,BDI,1918,,,,1424847
Burundi,BDI,1920,,,,1429644
Burundi,BDI,1930,,,,1639735
Burundi,BDI,1940,,,,1889974
Cambodia,KHM,1950,38.8588,768,,4375201
Cambodia,KHM,1958,41.2178,969,,5220794
Cambodia,KHM,1959,41.6521,1036,,5332885
Cambodia,KHM,1960,42.1339,1070,,5449909
Cambodia,KHM,1970,38.6281,1031,,6639139
Cambodia,KHM,1980,47.4978,1320,,5199831
Cambodia,KHM,1990,55.205,1404,,7374704
Cambodia,KHM,2000,59.4914,1659.0891,,12462304
Cambodia,KHM,2010,67.3108,2426.687,,14500683
Cambodia,KHM,2019,70.1267,3896.7979,,16481244
Cambodia,KHM,2020,70.0594,3728.1985,,16725440
Cambodia,KHM,2023,70.6675,,,17423835
Cambodia,KHM,1800,,,,2090000
Cambodia,KHM,1850,,,,2236610
Cambodia,KHM,1900,,,,2839483
Cambodia,KHM,1910,,,,3012110
Cambodia,KHM,1918,,,,2921252
Cambodia,KHM,1920,,,,2895102
Cambodia,KHM,1930,,,,2788985
Cambodia,KHM,1940,,,,3061261
Cameroon,CMR,1950,33.0908,1070,,4330036
Cameroon,CMR,1958,39.0744,1283,,4972164
Cameroon,CMR,1959,39.8041,1310,,5070034
Cameroon,CMR,1960,34.6667,1326,,5159005
Cameroon,CMR,1970,47.9542,1565,,6449753
Cameroon,CMR,1980,50.8516,1900,,8512159
Cameroon,CMR,1990,54.3484,1930,,11331770
Cameroon,CMR,2000,53.3376,1961.0879,,14912588
Cameroon,CMR,2010,56.9652,2420.1328,,19668016
Cameroon,CMR,2019,61.6952,2832.0767,,25506047
Cameroon,CMR,2020,61.6738,2769.2869,,26210514
Cameroon,CMR,2023,63.6996,,,28372638
Cameroon,CMR,1800,,,,1860054
Cameroon,CMR,1850,,,,2753631
Cameroon,CMR,1900,,,,3216679
Cameroon,CMR,1910,,,,2952166
Cameroon,CMR,1918,,,,2833732
Cameroon,CMR,1920,,,,2839117
Cameroon,CMR,1930,,,,3205602
Cameroon,CMR,1940,,,,3653142
Canada,CAN,1930,58.96,7669,,10191122
Canada,CAN,1940,63.91,8557,,11453308
Canada,CAN,1950,68.2146,11622,,13741686
Canada,CAN,1958,70.572,13603,,17104033
Canada,CAN,1959,70.6124,13829,,17515473
Canada,CAN,1960,70.9728,13952,,17898743
Canada,CAN,1970,72.6092,19207,,21439963
Canada,CAN,1980,75.0612,25784,,24533733
Canada,CAN,1990,77.4333,30082,,27789386
Canada,CAN,2000,79.233,36942.562,,30891756
Canada,CAN,2010,81.3363,41209.426,,34196847
Canada,CAN,2019,82.2848,45284.215,,37782884
Canada,CAN,2020,81.6536,42493.63,,38171851
Canada,CAN,2023,82.6302,,,39299053
Canada,CAN,1850,,2120,,2476448
Canada,CAN,1900,,4640,,5414425
Canada,CAN,1910,,6481,,7002961
Canada,CAN,1918,,7079,,8245222
Canada,CAN,1920,,6154,,8571309
Canada,CAN,1800,,,,500000
Cape Verde,CPV,1950,44.9445,1006,,184939
Cape Verde,CPV,1958,47.7117,1004,,203058
Cape Verde,CPV,1959,48.1539,1087,,206314
Cape Verde,CPV,1960,48.7127,1135,,209985
Cape Verde,CPV,1970,56.5591,1385,,287849
Cape Verde,CPV,1980,61.0307,1352,,323263
Cape Verde,CPV,1990,63.8691,1965,,375391
Cape Verde,CPV,2000,68.1167,3583.587,,453286
Cape Verde,CPV,2010,72.5066,6033.72,,509751
Cape Verde,CPV,2019,75.4486,7297.2793,,514068
Cape Verde,CPV,2020,73.8177,5831.9985,,514632
Cape Verde,CPV,2023,76.0587,,,522290
Cape Verde,CPV,1800,,,,55716
Cape Verde,CPV,1850,,,,76470
Cape Verde,CPV,1900,,,,151362
Cape Verde,CPV,1910,,,,170646
Cape Verde,CPV,1918,,,,159566
Cape Verde,CPV,1920,,,,158084
Cape Verde,CPV,1930,,,,179789
Cape Verde,CPV,1940,,,,217206
Cayman Islands,CYM,1950,54.005,,,6978
Cayman Islands,CYM,1958,57.7321,,,8118
Cayman Islands,CYM,1959,58.238,,,8254
Cayman Islands,CYM,1960,58.7824,,,8411
Cayman Islands,CYM,1970,64.3832,,,10499
Cayman Islands,CYM,1980,69.4873,,,17047
Cayman Islands,CYM,1990,72.7439,,,25973
Cayman Islands,CYM,2000,74.3779,,,39656
Cayman Islands,CYM,2010,76.0687,,,54069
Cayman Islands,CYM,2019,79.0516,,,67304
Cayman Islands,CYM,2020,79.2299,,,68656
Cayman Islands,CYM,2023,80.3576,,,73009
Cayman Islands,CYM,1800,,,,2439
Central African Republic,CAF,1950,35.4449,1307,,1438018
Central African Republic,CAF,1958,38.6722,1553,,1641622
Central African Republic,CAF,1959,39.102,1581,,1671289
Central African Republic,CAF,1960,39.5724,1567,,1702307
Central African Republic,CAF,1970,45.1758,1508,,2097467
Central African Republic,CAF,1980,49.7894,1234,,2450485
Central African Republic,CAF,1990,49.8543,1023,,2871873
Central African Republic,CAF,2000,46.6095,963.94617,,3833380
Central African Republic,CAF,2010,46.8707,910.31036,,4492954
Central African Republic,CAF,2019,31.5302,623.5598,,4944659
Central African Republic,CAF,2020,50.5959,613.78937,,5026583
Central African Republic,CAF,2023,57.4077,,,5152373
Central African Republic,CAF,1800,,,,479444
Central African Republic,CAF,1850,,,,919016
Central African Republic,CAF,1900,,,,1043751
Central African Republic,CAF,1910,,,,997088
Central African Republic,CAF,1918,,,,965899
Central African Republic,CAF,1920,,,,966611
Central African Republic,CAF,1930,,,,1087592
Central African Republic,CAF,1940,,,,1229063
Chad,TCD,1950,35.2304,815,,2525413
Chad,TCD,1958,38.7392,966,,2930323
Chad,TCD,1959,38.9612,983,,2989277
Chad,TCD,1960,39.2157,974,,3049786
Chad,TCD,1970,41.3855,880,,3727795
Chad,TCD,1980,43.4522,583,,4515416
Chad,TCD,1990,45.0738,692,,5982793
Chad,TCD,2000,47.937,716.04236,,8512037
Chad,TCD,2010,50.1067,1720.3344,,12312535
Chad,TCD,2019,52.9927,1543.8029,,16685179
Chad,TCD,2020,53.0818,1463.5312,,17224636
Chad,TCD,2023,55.0692,,,19319025
Chad,TCD,1800,,,,1432000
Chad,TCD,1850,,,,1783856
Chad,TCD,1900,,,,1797125
Chad,TCD,1910,,,,1730245
Chad,TCD,1918,,,,1681018
Chad,TCD,1920,,,,1684657
Chad,TCD,1930,,,,1896655
Chad,TCD,1940,,,,2143365
Chile,CHL,1900,29,3386,,3144546
Chile,CHL,1910,30,4485,,3569943
Chile,CHL,1920,31,4248,,4044201
Chile,CHL,1930,35,4876,,4638243
Chile,CHL,1940,38,5177,,5492530
Chile,CHL,1950,53.1513,5880,,6628527
Chile,CHL,1958,56.2881,6958,,7815946
Chile,CHL,1959,56.6425,6409,,7983376
Chile,CHL,1960,57.2163,6781,,8153307
Chile,CHL,1970,62.6344,8195,,9845299
Chile,CHL,1980,69.4748,9024,,11508504
Chile,CHL,1990,73.6752,10203,,13437138
Chile,CHL,2000,77.1276,15211.623,,15503580
Chile,CHL,2010,79.0954,18909.848,,17181416
Chile,CHL,2019,80.3243,21924.408,,19197702
Chile,CHL,2020,79.3488,20205.87,,19370563
Chile,CHL,2023,81.1667,,,19658791
Chile,CHL,1800,,853,,771447
Chile,CHL,1850,,1352,,1409141
Chile,CHL,1918,,4602,,3946949
China,CHN,1930,32,1012,,482831090
China,CHN,1950,43.8289,799,,544044304
China,CHN,1958,48.8336,1173,,644219437
China,CHN,1959,40.1699,1117,,652708165
China,CHN,1960,33.419,1057,,654802013
China,CHN,1970,56.8241,1398,,823308913
China,CHN,1980,64.2433,1930,,983163494
China,CHN,1990,68.1547,2982,,1153582668
China,CHN,2000,72.2885,4730.3545,,1269581120
China,CHN,2010,75.6679,9658.419,,1351561462
China,CHN,2019,77.9396,16879.54,,1423520298
China,CHN,2020,78.0191,17225.969,,1426106040
China,CHN,2023,77.9529,,,1422584878
China,CHN,1800,,926.259,,330000000
China,CHN,1850,,858,,409821554
China,CHN,1900,,972,,395929430
China,CHN,1910,,,,419058430
China,CHN,1918,,,,455336427
China,CHN,1920,,,,463330522
China,CHN,1940,,,,511303712
Christmas Island,CXR,2023,,,,
Cocos Islands,CCK,2023,,,,
Colombia,COL,1900,29,1089,,4034733
Colombia,COL,1910,31,1242,,4944811
Colombia,COL,1918,31.99,1535,,5981524
Colombia,COL,1920,32,1707,,6275946
Colombia,COL,1930,34,2350,,7946343
Colombia,COL,1940,38,3021,,9311615
Colombia,COL,1950,48.285,3432,,11766938
Colombia,COL,1958,54.7166,3798,,14693246
Colombia,COL,1959,55.8631,3942,,15136174
Colombia,COL,1960,56.6086,3980,,15606155
Colombia,COL,1970,61.4646,4932,,20811750
Colombia,COL,1980,66.6932,6786,,26104448
Colombia,COL,1990,68.7008,7693,,32440020
Colombia,COL,2000,70.905,8496.792,,39089879
Colombia,COL,2010,74.8757,11191.687,,44777278
Colombia,COL,2019,76.7927,13603.993,,49907932
Colombia,COL,2020,74.7565,12377.135,,50629945
Colombia,COL,2023,77.7246,,,52321104
Colombia,COL,1800,,942,,1206000
Colombia,COL,1850,,784,,2090483
Comoros,COM,1950,37.3921,534,,161905
Comoros,COM,1958,40.0947,618,,190529
Comoros,COM,1959,40.4717,639,,194254
Comoros,COM,1960,40.7774,679,,197666
Comoros,COM,1970,45.226,961,,244143
Comoros,COM,1980,50.6809,1065,,337684
Comoros,COM,1990,55.6196,1092,,444556
Comoros,COM,2000,58.9407,1204.4023,,536036
Comoros,COM,2010,62.7473,1432.5624,,654792
Comoros,COM,2019,65.6622,1832.4357,,786535
Comoros,COM,2020,65.7559,1869.9441,,802126
Comoros,COM,2023,66.7768,,,850335
Comoros,COM,1800,,,,56346
Comoros,COM,1850,,,,60133
Comoros,COM,1900,,,,85742
Comoros,COM,1910,,,,105346
Comoros,COM,1918,,,,124900
Comoros,COM,1920,,,,129010
Comoros,COM,1930,,,,139454
Comoros,COM,1940,,,,149571
Congo,COG,1950,39.6023,1693,,835225
Congo,COG,1958,45.9694,1946,,1004582
Congo,COG,1959,46.7845,1977,,1030119
Congo,COG,1960,47.5949,1999,,1056692
Congo,COG,1970,53.5549,2396,,1397588
Congo,COG,1980,56.8031,3075,,1828945
Congo,COG,1990,57.0703,3794,,2380511
Congo,COG,2000,55.3706,4159.2227,,3151304
Congo,COG,2010,61.7311,5738.163,,4462246
Congo,COG,2019,63.1523,4583.337,,5616598
Congo,COG,2020,64.3907,4203.1104,,5752741
Congo,COG,2023,65.772,,,6182830
Congo,COG,1800,,,,314465
Congo,COG,1850,,,,502855
Congo,COG,1900,,,,607115
Congo,COG,1910,,,,554548
Congo,COG,1918,,,,528842
Congo,COG,1920,,,,529118
Congo,COG,1930,,,,606145
Congo,COG,1940,,,,698649
Cook Islands,COK,1950,37.9498,,,14674
Cook Islands,COK,1958,50.031,,,16948
Cook Islands,COK,1959,51.3464,,,17277
Cook Islands,COK,1960,52.727,,,17639
Cook Islands,COK,1970,63.5739,,,20466
Cook Islands,COK,1980,65.8828,,,17677
Cook Islands,COK,1990,66.4915,,,17105
Cook Islands,COK,2000,69.8493,,,15837
Cook Islands,COK,2010,72.7522,,,16954
Cook Islands,COK,2019,74.5561,,,16106
Cook Islands,COK,2020,74.5139,,,15620
Cook Islands,COK,2023,75.2818,,,14198
Cook Islands,COK,1800,,,,16140
Cook Islands,COK,1850,,,,16000
Cook Islands,COK,1900,,,,9000
Costa Rica,CRI,1900,32,,,317246
Costa Rica,CRI,1910,33,,,391337
Costa Rica,CRI,1920,37,2589,,459026
Costa Rica,CRI,1930,42,2592,,546929
Costa Rica,CRI,1940,49,2810,,681697
Costa Rica,CRI,1950,57.4605,3129,,926717
Costa Rica,CRI,1958,62.2617,4152,,1231518
Costa Rica,CRI,1959,62.9054,4141,,1278539
Costa Rica,CRI,1960,63.4634,4328,,1327448
Costa Rica,CRI,1970,66.7871,5984,,1838892
Costa Rica,CRI,1980,73.0337,7828,,2390595
Costa Rica,CRI,1990,76.0936,7567,,3121652
Costa Rica,CRI,2000,77.3175,9319.767,,3937679
Costa Rica,CRI,2010,79.354,12031.571,,4555924
Costa Rica,CRI,2019,80.2963,14775.292,,4999502
Costa Rica,CRI,2020,79.7252,13996.39,,5034273
Costa Rica,CRI,2023,80.7995,,,5105469
Costa Rica,CRI,1800,,,,53000
Costa Rica,CRI,1850,,,,101627
Costa Rica,CRI,1918,,,,445048
Cote d'Ivoire,CIV,1950,30.8325,1659,,2735138
Cote d'Ivoire,CIV,1958,35.8264,1879,,3435037
Cote d'Ivoire,CIV,1959,36.5469,1898,,3548902
Cote d'Ivoire,CIV,1960,37.2441,2002,,3673622
Cote d'Ivoire,CIV,1970,44.0446,2882,,5411525
Cote d'Ivoire,CIV,1980,51.4373,3253,,8220665
Cote d'Ivoire,CIV,1990,52.7959,2083,,12189726
Cote d'Ivoire,CIV,2000,51.3927,2352.8564,,17698956
Cote d'Ivoire,CIV,2010,55.282,2555.0164,,22488019
Cote d'Ivoire,CIV,2019,60.2741,3703.0876,,28192957
Cote d'Ivoire,CIV,2020,60.1397,3682.1353,,28915402
Cote d'Ivoire,CIV,2023,61.9438,,,31165592
Cote d'Ivoire,CIV,1800,,,,1088530
Cote d'Ivoire,CIV,1850,,,,1039249
Cote d'Ivoire,CIV,1900,,,,1505099
Cote d'Ivoire,CIV,1910,,,,1588890
Cote d'Ivoire,CIV,1918,,,,1677876
Cote d'Ivoire,CIV,1920,,,,1707305
Cote d'Ivoire,CIV,1930,,,,1969853
Cote d'Ivoire,CIV,1940,,,,2270472
Croatia,HRV,1950,58.4528,,,3864936
Croatia,HRV,1958,65.0314,4285,,4160650
Croatia,HRV,1959,65.5485,4640,,4182036
Croatia,HRV,1960,65.9462,5067,,4200219
Croatia,HRV,1970,69.1747,8751,,4462626
Croatia,HRV,1980,70.969,14193,,4643852
Croatia,HRV,1990,72.2429,12948,,4835027
Croatia,HRV,2000,74.0014,13244.541,,4326056
Croatia,HRV,2010,76.6761,19511.35,,4301108
Croatia,HRV,2019,78.197,23590.277,,3986292
Croatia,HRV,2020,77.4972,21672.479,,3953898
Croatia,HRV,2023,78.5803,,,3895973
Croatia,HRV,1800,,,,1227886
Croatia,HRV,1850,,,,1597319
Croatia,HRV,1900,,,,2493105
Croatia,HRV,1910,,,,2725259
Croatia,HRV,1918,,,,2926045
Croatia,HRV,1920,,,,2977792
Croatia,HRV,1930,,,,3250582
Croatia,HRV,1940,,,,3548361
Cuba,CUB,1900,32,,,1719649
Cuba,CUB,1910,36,2069,,2275154
Cuba,CUB,1920,39,2378,,3069258
Cuba,CUB,1930,42,2378,,3923683
Cuba,CUB,1940,45,2069,,4707248
Cuba,CUB,1950,58.9889,2638,,5924465
Cuba,CUB,1958,62.3186,2922,,6950241
Cuba,CUB,1959,62.8294,3006,,7092289
Cuba,CUB,1960,63.3157,2994,,7238044
Cuba,CUB,1970,67.9354,2976,,8824337
Cuba,CUB,1980,72.6027,4106,,9804751
Cuba,CUB,1990,73.8228,4713,,10631749
Cuba,CUB,2000,75.9224,4009.3398,,11109058
Cuba,CUB,2010,77.8757,6578.1904,,11297363
Cuba,CUB,2019,77.4133,8257.785,,11202800
Cuba,CUB,2020,77.4075,7364.1055,,11176301
Cuba,CUB,2023,78.0855,,,11019881
Cuba,CUB,1850,,888,,1186396
Cuba,CUB,1918,,2302,,2899928
Cuba,CUB,1800,,,,272000
Curacao,CUW,1950,60.2906,,,101729
Curacao,CUW,1958,64.6557,,,125950
Curacao,CUW,1959,65.0801,,,129403
Curacao,CUW,1960,65.4064,,,132152
Curacao,CUW,1970,68.2303,,,150840
Curacao,CUW,1980,70.9511,,,156623
Curacao,CUW,1990,72.4386,,,155705
Curacao,CUW,2000,73.2829,,,145492
Curacao,CUW,2010,75.1167,,,156831
Curacao,CUW,2019,76.4917,,,189500
Curacao,CUW,2020,76.5011,,,184982
Curacao,CUW,2023,76.7996,,,185383
Cyprus,CYP,1950,55.8276,2885,,493834
Cyprus,CYP,1958,61.637,3660,,563242
Cyprus,CYP,1959,62.3103,3814,,574529
Cyprus,CYP,1960,63.3201,3496,,586442
Cyprus,CYP,1970,68.0502,6590,,647398
Cyprus,CYP,1980,72.8436,9451,,683028
Cyprus,CYP,1990,76.0442,15560,,788307
Cyprus,CYP,2000,77.9,22326.799,,947619
Cyprus,CYP,2010,80.6325,27630.104,,1127771
Cyprus,CYP,2019,81.4543,30284.795,,1286615
Cyprus,CYP,2020,81.2302,28634.457,,1302202
Cyprus,CYP,2023,81.648,,,1344937
Cyprus,CYP,1800,,,,184392
Cyprus,CYP,1850,,,,185395
Cyprus,CYP,1900,,,,236693
Cyprus,CYP,1910,,,,272882
Cyprus,CYP,1918,,,,302197
Cyprus,CYP,1920,,,,309680
Cyprus,CYP,1930,,,,349917
Cyprus,CYP,1940,,,,444169
Czechia,CZE,1900,40.266,,,9334000
Czechia,CZE,1910,44.313,,,10036000
Czechia,CZE,1930,55.554,,,10648000
Czechia,CZE,1950,64.4058,,,8916664
Czechia,CZE,1958,69.9734,,,9469654
Czechia,CZE,1959,69.8941,,,9508343
Czechia,CZE,1960,70.4521,,,9541555
Czechia,CZE,1970,69.4882,8748,,9801206
Czechia,CZE,1980,70.3404,12336,,10275349
Czechia,CZE,1990,71.4086,14178,,10301937
Czechia,CZE,2000,74.9781,17056.16,,10236753
Czechia,CZE,2010,77.5677,25922.395,,10463981
Czechia,CZE,2019,79.1853,32226.553,,10554819
Czechia,CZE,2020,78.237,30365.37,,10550083
Czechia,CZE,2023,79.8341,,,10809674
Czechia,CZE,1800,,,,5516349
Czechia,CZE,1850,,,,6826465
Czechia,CZE,1918,,,,10004000
Czechia,CZE,1920,,,,9978000
Czechia,CZE,1940,,,,11160000
Czechoslovakia,OWID_CZS,1850,,1720,,9250000
Czechoslovakia,OWID_CZS,1900,,2756,,12140000
Czechoslovakia,OWID_CZS,1910,,3174,,12980000
Czechoslovakia,OWID_CZS,1920,,3081,,12980000
Czechoslovakia,OWID_CZS,1930,,4664,,13960000
Czechoslovakia,OWID_CZS,1950,,5581,,12390000
Czechoslovakia,OWID_CZS,1958,,7348,,13470000
Czechoslovakia,OWID_CZS,1959,,7619,,13560000
Czechoslovakia,OWID_CZS,1960,,8142,,13650000
Czechoslovakia,OWID_CZS,1970,,10307,,14320000
Czechoslovakia,OWID_CZS,1980,,12723,,15250000
Czechoslovakia,OWID_CZS,1990,,13570,,15570000
Czechoslovakia,OWID_CZS,2000,,15378.206,,
Czechoslovakia,OWID_CZS,2010,,24573.309,,
Czechoslovakia,OWID_CZS,2019,,30607.314,,
Czechoslovakia,OWID_CZS,2020,,29043.441,,
Czechoslovakia,OWID_CZS,1800,,,,7008000
Czechoslovakia,OWID_CZS,1940,,,,14710000
Czechoslovakia,OWID_CZS,2023,,,,
Democratic Republic of Congo,COD,1950,38.2161,909,,12294248
Democratic Republic of Congo,COD,1958,40.4629,1176,,14557750
Democratic Republic of Congo,COD,1959,40.6155,1191,,14891542
Democratic Republic of Congo,COD,1960,40.7518,1192,,15264804
Democratic Republic of Congo,COD,1970,43.3005,1224,,20137390
Democratic Republic of Congo,COD,1980,45.5429,953,,26711056
Democratic Republic of Congo,COD,1990,48.5381,813,,36684021
Democratic Republic of Congo,COD,2000,51.8871,414.04694,,50507393
Democratic Republic of Congo,COD,2010,56.4111,637.1298,,68562998
Democratic Republic of Congo,COD,2019,60.2425,806.479,,92947398
Democratic Republic of Congo,COD,2020,60.4283,794.2714,,95989947
Democratic Republic of Congo,COD,2023,61.895,,,105789681
Democratic Republic of Congo,COD,1800,,,,5163819
Democratic Republic of Congo,COD,1850,,,,8149850
Democratic Republic of Congo,COD,1900,,,,9451620
Democratic Republic of Congo,COD,1910,,,,8599666
Democratic Republic of Congo,COD,1918,,,,8185477
Democratic Republic of Congo,COD,1920,,,,8182274
Democratic Republic of Congo,COD,1930,,,,9220147
Democratic Republic of Congo,COD,1940,,,,10442344
Democratic Republic of Vietnam,,2023,,,,
Denmark,DNK,1850,43.52,2817,,1501343
Denmark,DNK,1900,51.9,4809,,2565333
Denmark,DNK,1910,58.04,5906,,2886076
Denmark,DNK,1918,56.22,5514,,3171600
Denmark,DNK,1920,57.71,6363,,3241362
Denmark,DNK,1930,62.22,8513,,3545296
Denmark,DNK,1940,66.27,8155,,3844754
Denmark,DNK,1950,70.3084,11067,,4268360
Denmark,DNK,1958,72.2381,12903,,4516020
Denmark,DNK,1959,72.2253,13767,,4548425
Denmark,DNK,1960,72.196,14046,,4579292
Denmark,DNK,1970,73.364,20221,,4928629
Denmark,DNK,1980,74.1295,24272,,5123024
Denmark,DNK,1990,74.8655,29412,,5140973
Denmark,DNK,2000,76.8152,39021.176,,5339614
Denmark,DNK,2010,79.2473,42932.4,,5547824
Denmark,DNK,2019,81.4343,48238.656,,5814566
Denmark,DNK,2020,81.5458,47171.086,,5831483
Denmark,DNK,2023,81.9328,,,5948078
Denmark,DNK,1800,,,,1000000
Djibouti,DJI,1950,40.7277,3459,,62311
Djibouti,DJI,1958,42.772,3840,,80413
Djibouti,DJI,1959,43.0788,3948,,83064
Djibouti,DJI,1960,43.4212,4087,,85995
Djibouti,DJI,1970,47.5361,4774,,145148
Djibouti,DJI,1980,52.0462,3167,,325790
Djibouti,DJI,1990,55.4689,2308,,579498
Djibouti,DJI,2000,56.7341,1880.9988,,747274
Djibouti,DJI,2010,60.7431,2543.8733,,930209
Djibouti,DJI,2019,64.3809,3436.9502,,1088656
Djibouti,DJI,2020,64.2001,3426.696,,1105141
Djibouti,DJI,2023,65.9865,,,1152912
Djibouti,DJI,1800,,,,22848
Djibouti,DJI,1850,,,,39961
Djibouti,DJI,1900,,,,42320
Djibouti,DJI,1910,,,,43547
Djibouti,DJI,1918,,,,44251
Djibouti,DJI,1920,,,,44643
Djibouti,DJI,1930,,,,49022
Djibouti,DJI,1940,,,,53375
Dominica,DMA,1950,44.4897,980,,50174
